"","id","target","contract","gender","car","n_child","income","credit","loan","price","job_stat","studies","family","house","age","job_duration","occupation","job_type","n_enquiries","companion"
"1225",1225,"payed","Cash loans","F","N",0,112500,127350,11911.5,112500,"Working","Higher education","Married","apartment",54,31.3150684931507,"Tech Staff","Business",0,"Unaccompan."
"1226",1226,"payed","Cash loans","F","N",0,28350,188460,10350,135000,"Pensioner","Low education","Married","apartment",65,5.16438356164384,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1227",1227,"payed","Cash loans","F","N",2,216000,396850.5,19300.5,279000,"Working","Secondary education","Married","apartment",38,4.28767123287671,"Occupation_Unknown","Business",0,"Partner"
"1228",1228,"payed","Cash loans","F","N",1,67500,144000,14242.5,144000,"Commer. Assoc.","Secondary education","Married","apartment",37,14.7178082191781,"Laborers","Business",0,"Unaccompan."
"1229",1229,"payed","Cash loans","M","Y",1,135000,298512,17136,270000,"State servant","Higher education","Married","apartment",41,15.8876712328767,"Occupation_Unknown","Culture and Services",0,"Partner"
"1230",1230,"payed","Cash loans","M","Y",1,270000,904500,26577,904500,"Working","Higher education","Married","apartment",45,7.37808219178082,"Core staff","Religion",0,"Family"
"1231",1231,"payed","Cash loans","M","N",0,90000,95940,9472.5,90000,"Pensioner","Secondary education","Married","apartment",67,3.81369863013699,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1232",1232,"payed","Revolving loans","F","N",1,112500,270000,13500,270000,"Working","Secondary education","Married","apartment",23,3.47397260273973,"Administrative Staff","Culture and Services",1,"Family"
"1233",1233,"payed","Cash loans","F","N",0,202500,711072,21690,540000,"Working","Higher education","Married","apartment",45,1.37534246575342,"Medic stf","Business",0,"Unaccompan."
"1234",1234,"payed","Revolving loans","F","Y",0,67500,180000,9000,180000,"Working","Low education","single","With parents",21,1.08493150684932,"Laborers","Culture and Services",0,"Unaccompan."
"1235",1235,"payed","Revolving loans","F","N",0,99000,270000,13500,270000,"Commer. Assoc.","Higher education","Married","apartment",42,3.40547945205479,"Sales staff","Culture and Services",0,"Unaccompan."
"1236",1236,"overdue","Cash loans","M","Y",0,112500,143910,15628.5,135000,"Working","Secondary education","single","Municipal apart.",35,4.87945205479452,"Laborers","Business",5,"Unaccompan."
"1237",1237,"payed","Cash loans","F","N",2,270000,640080,29970,450000,"Commer. Assoc.","Higher education","Married","With parents",38,1,"Administrative Staff","Business",0,"Unaccompan."
"1238",1238,"payed","Cash loans","F","N",0,58500,373311,15943.5,283500,"Pensioner","Secondary education","Married","apartment",62,5.62739726027397,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1239",1239,"payed","Cash loans","F","N",0,157500,180000,21492,180000,"Commer. Assoc.","Secondary education","single","apartment",25,0.728767123287671,"Core staff","Business",0,"Unaccompan."
"1240",1240,"overdue","Cash loans","M","Y",0,225000,675000,32472,675000,"Working","Low education","Married","With parents",47,3.03013698630137,"Service Staff","Transport",0,"Family"
"1241",1241,"payed","Cash loans","F","N",0,103500,130824,7641,103500,"Commer. Assoc.","Secondary education","Widow","apartment",50,2.42191780821918,"Occupation_Unknown","Business",0,"Unaccompan."
"1242",1242,"payed","Revolving loans","F","N",0,157500,450000,22500,450000,"Pensioner","Higher education","Married","apartment",57,8.8,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1243",1243,"payed","Cash loans","M","N",0,94500,454500,13419,454500,"Pensioner","Secondary education","Married","apartment",64,2.9972602739726,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1244",1244,"payed","Cash loans","F","Y",2,117000,1305000,42097.5,1305000,"State servant","Higher education","Married","apartment",37,11.3808219178082,"Core staff","Culture and Services",2,"Unaccompan."
"1245",1245,"payed","Cash loans","M","N",2,270000,1467612,58203,1350000,"Commer. Assoc.","Secondary education","Married","Municipal apart.",33,2.14520547945205,"Laborers","Business",0,"Unaccompan."
"1246",1246,"payed","Revolving loans","F","N",0,225000,382500,19125,382500,"Pensioner","Secondary education","Married","apartment",57,10.4356164383562,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1247",1247,"payed","Cash loans","M","Y",0,342000,225000,11619,225000,"Commer. Assoc.","Secondary education","Married","apartment",53,4.54246575342466,"Service Staff","Self-employed",0,"Unaccompan."
"1248",1248,"payed","Cash loans","F","N",0,180000,497520,32521.5,450000,"Working","Higher education","Married","apartment",40,10.227397260274,"Managers","Business",6,"Unaccompan."
"1249",1249,"payed","Cash loans","F","N",0,81000,242595,12829.5,202500,"Working","Secondary education","single","With parents",29,6.38630136986301,"Laborers","Business",0,"Unaccompan."
"1250",1250,"payed","Cash loans","F","N",0,162000,454500,19386,454500,"Pensioner","Secondary education","Married","apartment",56,4.62465753424657,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1251",1251,"payed","Cash loans","M","Y",0,202500,679500,27076.5,679500,"Working","Secondary education","Married","apartment",30,8.13698630136986,"Laborers","Real Estate and Trade",0,"Unaccompan."
"1252",1252,"payed","Cash loans","M","N",0,135000,207000,9778.5,207000,"Commer. Assoc.","Higher education","single","apartment",42,2.91780821917808,"Administrative Staff","Transport",0,"Unaccompan."
"1253",1253,"payed","Cash loans","F","N",0,58500,598401,19431,499500,"Pensioner","Secondary education","Married","apartment",59,11.6575342465753,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1254",1254,"payed","Cash loans","F","Y",0,135000,284400,22599,225000,"Working","Secondary education","Married","apartment",21,2.22465753424658,"Sales staff","Security",0,"Unaccompan."
"1255",1255,"payed","Cash loans","F","Y",0,225000,630000,48883.5,630000,"Working","Secondary education","Married","apartment",49,12.9150684931507,"Managers","Business",0,"Unaccompan."
"1256",1256,"payed","Cash loans","F","N",0,112500,808650,23643,675000,"Working","Secondary education","Married","apartment",38,9.49315068493151,"Waiters","Medicine",1,"Unaccompan."
"1257",1257,"payed","Cash loans","F","Y",1,171000,1305000,42097.5,1305000,"Working","Low education","Married","apartment",25,0.33972602739726,"Sales staff","Business",0,"Unaccompan."
"1258",1258,"payed","Cash loans","M","N",0,135000,382500,14697,382500,"Commer. Assoc.","Higher education","Married","apartment",25,4.47945205479452,"Sales staff","Real Estate and Trade",1,"Unaccompan."
"1259",1259,"payed","Cash loans","M","Y",2,90000,136287,9238.5,103500,"State servant","Higher education","Married","apartment",32,8.83287671232877,"Service Staff","Government and Military",1,"Unaccompan."
"1260",1260,"payed","Revolving loans","F","N",1,180000,270000,13500,135000,"Working","Higher education","Married","apartment",44,8.50684931506849,"Managers","Business",0,"Group_people"
"1261",1261,"payed","Cash loans","M","Y",1,225000,651600,38929.5,562500,"Commer. Assoc.","Higher education","Married","apartment",42,5.03013698630137,"Service Staff","Culture and Services",0,"Unaccompan."
"1262",1262,"payed","Cash loans","F","N",0,135000,358213.5,38709,324000,"Working","Secondary education","Married","With parents",29,7.90684931506849,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"1263",1263,"payed","Cash loans","M","Y",0,337500,1687266,66915,1575000,"State servant","Higher education","Married","apartment",57,10.6082191780822,"Managers","Government and Military",0,"Unaccompan."
"1264",1264,"overdue","Cash loans","M","Y",0,225000,1963494,51925.5,1755000,"Commer. Assoc.","Secondary education","Married","apartment",48,1.36438356164384,"Security","Security",0,"Unaccompan."
"1265",1265,"payed","Cash loans","F","N",1,202500,545040,25537.5,450000,"Working","Secondary education","Married","apartment",38,10.5068493150685,"Sales staff","Self-employed",0,"Unaccompan."
"1266",1266,"payed","Revolving loans","F","Y",0,180000,382500,19125,382500,"Pensioner","Secondary education","Married","apartment",62,5.3013698630137,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1267",1267,"overdue","Cash loans","M","N",1,72000,80865,6480,67500,"Working","Higher education","single","apartment",40,0.361643835616438,"Laborers","Culture and Services",0,"Unaccompan."
"1268",1268,"payed","Revolving loans","M","N",0,157500,427500,21375,427500,"Pensioner","Higher education","Married","apartment",60,7.18904109589041,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1269",1269,"payed","Cash loans","M","N",1,202500,1039702.5,34492.5,931500,"State servant","Low education","Married","apartment",29,7.43561643835616,"Managers","Government and Military",0,"Family"
"1270",1270,"payed","Cash loans","F","N",1,270000,545040,25407,450000,"Commer. Assoc.","Higher education","Married","apartment",36,4.17260273972603,"Core staff","Self-employed",0,"Unaccompan."
"1271",1271,"overdue","Cash loans","F","N",0,81000,297130.5,14422.5,256500,"Working","Secondary education","single","apartment",50,1.16712328767123,"Core staff","Government and Military",0,"Unaccompan."
"1272",1272,"payed","Cash loans","F","N",0,157500,343800,10921.5,225000,"Working","Secondary education","Married","apartment",37,1.67123287671233,"Medic stf","Medicine",0,"Unaccompan."
"1273",1273,"payed","Cash loans","M","Y",0,207000,755190,36459,675000,"Working","Secondary education","Married","apartment",52,5.98904109589041,"Service Staff","Self-employed",0,"Family"
"1274",1274,"payed","Cash loans","F","Y",0,360000,1305000,49837.5,1305000,"Commer. Assoc.","Secondary education","Married","apartment",46,12.9260273972603,"Managers","Real Estate and Trade",0,"Unaccompan."
"1275",1275,"payed","Revolving loans","F","N",0,76500,180000,9000,180000,"Commer. Assoc.","Secondary education","Married","apartment",24,0.73972602739726,"Occupation_Unknown","Business",0,"Unaccompan."
"1276",1276,"overdue","Cash loans","F","N",0,225000,886500,26050.5,886500,"Working","Higher education","divorce","apartment",57,3.04383561643836,"Service Staff","Transport",0,"Unaccompan."
"1277",1277,"payed","Cash loans","F","N",0,112500,436032,29268,360000,"Commer. Assoc.","Secondary education","single","apartment",29,3.06575342465753,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"1278",1278,"payed","Cash loans","M","Y",1,540000,1317357,50175,1129500,"State servant","Higher education","Married","apartment",31,9.32602739726027,"Core staff","Government and Military",2,"Unaccompan."
"1279",1279,"payed","Cash loans","F","N",0,157500,257391,22149,238500,"Pensioner","Secondary education","Married","apartment",61,37.6383561643836,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1280",1280,"payed","Cash loans","F","N",0,135000,277969.5,14521.5,229500,"Working","Secondary education","Married","apartment",43,5.73698630136986,"Tech Staff","Business",0,"Family"
"1281",1281,"payed","Cash loans","M","N",0,135000,284400,18643.5,225000,"Working","Low education","Married","apartment",44,10.9479452054795,"Occupation_Unknown","Business",0,"Unaccompan."
"1282",1282,"payed","Cash loans","M","N",0,135000,640080,31261.5,450000,"Commer. Assoc.","Secondary education","single","apartment",28,2.21643835616438,"Managers","Business",0,"Unaccompan."
"1283",1283,"payed","Cash loans","F","N",0,180000,1029681,30235.5,859500,"Commer. Assoc.","Secondary education","Married","apartment",42,6.52054794520548,"Administrative Staff","Construction",2,"Unaccompan."
"1284",1284,"payed","Cash loans","M","N",0,322650,1419705,73512,1278000,"Working","Low education","Married","apartment",59,4.70958904109589,"Laborers","Business",0,"Family"
"1285",1285,"payed","Cash loans","M","N",0,157500,450000,24543,450000,"Working","Secondary education","Married","apartment",40,3.56164383561644,"Laborers","Business",0,"Unaccompan."
"1286",1286,"payed","Cash loans","F","Y",0,180000,585000,27238.5,585000,"State servant","Secondary education","single","apartment",41,8.05205479452055,"Core staff","Medicine",0,"Family"
"1287",1287,"payed","Cash loans","F","N",0,90000,808650,26217,675000,"Working","Secondary education","Married","apartment",34,9.61917808219178,"Sales staff","Self-employed",0,"Partner"
"1288",1288,"payed","Cash loans","F","N",1,270000,9e+05,31887,9e+05,"Commer. Assoc.","Higher education","single","apartment",33,1.95342465753425,"Core staff","Culture and Services",4,"Family"
"1289",1289,"overdue","Cash loans","M","N",0,270000,755190,38686.5,675000,"Working","Secondary education","Widow","apartment",57,35.0876712328767,"Laborers","University",0,"Unaccompan."
"1290",1290,"payed","Cash loans","F","Y",0,225000,675000,53460,675000,"Commer. Assoc.","Higher education","Married","Municipal apart.",37,8.38356164383562,"Occupation_Unknown","Business",0,"Unaccompan."
"1291",1291,"payed","Cash loans","M","Y",2,67500,942300,27679.5,675000,"Working","Secondary education","Married","apartment",40,3.7013698630137,"Managers","Culture and Services",0,"Unaccompan."
"1292",1292,"payed","Cash loans","F","N",0,67500,405000,15268.5,405000,"Working","Secondary education","Married","apartment",51,0.375342465753425,"Sales staff","Self-employed",0,"Unaccompan."
"1293",1293,"payed","Cash loans","F","N",0,171000,265851,11839.5,229500,"Pensioner","Higher education","Married","apartment",59,18.5780821917808,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1294",1294,"payed","Cash loans","F","N",2,112500,94500,10156.5,94500,"Working","Higher education","Married","apartment",28,2.1972602739726,"Administrative Staff","Self-employed",0,"Unaccompan."
"1295",1295,"payed","Cash loans","F","N",0,292500,1104997.5,36648,990000,"Pensioner","Secondary education","divorce","apartment",58,10.3123287671233,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1296",1296,"payed","Revolving loans","F","N",2,90000,180000,9000,180000,"Working","Low education","single","apartment",36,14.8657534246575,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"1297",1297,"overdue","Cash loans","F","Y",1,157500,417024,21420,360000,"Commer. Assoc.","Low education","Married","apartment",35,4.77534246575342,"Occupation_Unknown","Self-employed",0,"Unaccompan."
"1298",1298,"payed","Cash loans","F","Y",0,117000,1078200,31522.5,9e+05,"Working","Higher education","Married","apartment",40,7.78082191780822,"Chef","Culture and Services",0,"Unaccompan."
"1299",1299,"payed","Cash loans","M","Y",1,225000,490495.5,27517.5,454500,"Commer. Assoc.","Higher education","Married","apartment",41,2.48493150684931,"Laborers","Self-employed",1,"Unaccompan."
"1300",1300,"payed","Cash loans","M","N",0,270000,225000,25384.5,225000,"Commer. Assoc.","Secondary education","Married","apartment",47,11.7808219178082,"Service Staff","Business",0,"Unaccompan."
"1301",1301,"payed","Cash loans","F","N",0,135000,547344,31549.5,472500,"Pensioner","Secondary education","Married","apartment",56,19.3780821917808,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1302",1302,"payed","Cash loans","M","Y",0,45000,142632,14238,126000,"Working","Secondary education","single","apartment",41,4.55616438356164,"Service Staff","Business",0,"Unaccompan."
"1303",1303,"payed","Cash loans","F","N",1,562500,1006920,42790.5,9e+05,"Commer. Assoc.","Low education","Married","apartment",40,2.38356164383562,"Managers","Business",14,"Unaccompan."
"1304",1304,"payed","Cash loans","F","N",0,157500,835380,38839.5,675000,"Working","Higher education","Married","Municipal apart.",25,1.63835616438356,"Core staff","Insurance",0,"Family"
"1305",1305,"payed","Cash loans","F","N",0,180000,814041,23931,679500,"Commer. Assoc.","Secondary education","Married","apartment",55,5.81369863013699,"Tech Staff","Real Estate and Trade",0,"Family"
"1306",1306,"payed","Cash loans","M","Y",1,166500,1494486,43821,1305000,"Pensioner","Secondary education","Married","Municipal apart.",53,5.07945205479452,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1307",1307,"payed","Cash loans","M","N",0,180000,381528,24381,315000,"Commer. Assoc.","Secondary education","Married","apartment",34,4.72054794520548,"Laborers","Self-employed",0,"Unaccompan."
"1308",1308,"payed","Cash loans","F","Y",0,135000,571446,16375.5,477000,"Pensioner","Secondary education","single","apartment",58,33.5616438356164,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1309",1309,"payed","Cash loans","M","Y",0,247500,1629000,44928,1629000,"Commer. Assoc.","Secondary education","Married","apartment",41,18.1150684931507,"Occupation_Unknown","Business",6,"Unaccompan."
"1310",1310,"payed","Cash loans","M","Y",0,157500,143910,14148,135000,"Pensioner","Higher education","Married","apartment",67,9.4,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"1311",1311,"payed","Cash loans","F","N",1,90000,787131,26145,679500,"Working","Secondary education","Married","apartment",32,3.75068493150685,"Chef","Business",0,"Unaccompan."
"1312",1312,"payed","Cash loans","M","N",2,360000,450000,14130,450000,"Commer. Assoc.","Low education","Married","apartment",48,13.3315068493151,"Managers","Real Estate and Trade",0,"Unaccompan."
"1313",1313,"payed","Cash loans","F","N",0,85500,269550,10674,225000,"Commer. Assoc.","Secondary education","Married","apartment",42,10.7698630136986,"Laborers","Self-employed",0,"Family"
"1314",1314,"payed","Cash loans","M","N",0,112500,447768,29920.5,405000,"Commer. Assoc.","Secondary education","single","Rented apart.",26,0.756164383561644,"Waiters","Business",0,"Unaccompan."
"1315",1315,"payed","Cash loans","F","Y",0,270000,1278000,41355,1278000,"Commer. Assoc.","Secondary education","Married","apartment",46,3.11506849315069,"Sales staff","Real Estate and Trade",1,"Unaccompan."
"1316",1316,"payed","Cash loans","M","N",0,283500,675000,34465.5,675000,"Commer. Assoc.","Higher education","Married","apartment",31,3.70958904109589,"Sales staff","Business",0,"Unaccompan."
"1317",1317,"payed","Cash loans","F","N",1,81000,553806,23593.5,495000,"Working","Secondary education","Married","apartment",44,2.74520547945205,"Core staff","Culture and Services",0,"Unaccompan."
"1318",1318,"payed","Cash loans","M","Y",0,182250,543735,25195.5,486000,"Working","Secondary education","Married","apartment",42,0.457534246575342,"Laborers","Business",0,"Unaccompan."
"1319",1319,"payed","Cash loans","F","N",0,78750,355500,9508.5,355500,"Commer. Assoc.","Secondary education","Married","apartment",43,13.3041095890411,"Chef","Culture and Services",0,"Partner"
"1320",1320,"payed","Cash loans","M","Y",1,135000,1035000,30262.5,1035000,"State servant","Higher education","Married","apartment",34,11.9561643835616,"Managers","Government and Military",0,"Family"
"1321",1321,"overdue","Cash loans","F","N",1,90000,194076,17797.5,162000,"Commer. Assoc.","Secondary education","divorce","With parents",35,8.47945205479452,"Sales staff","Self-employed",0,"Family"
"1322",1322,"payed","Cash loans","F","N",0,112500,225000,15165,225000,"Commer. Assoc.","Secondary education","Married","apartment",27,0.520547945205479,"Laborers","Business",1,"Unaccompan."
"1323",1323,"payed","Revolving loans","F","Y",1,56250,180000,9000,180000,"Working","Secondary education","Married","apartment",43,1.62739726027397,"Laborers","Cleaning",0,"Family"
"1324",1324,"payed","Cash loans","M","Y",0,144000,497520,25272,450000,"Pensioner","Higher education","Married","apartment",62,19.1150684931507,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1325",1325,"payed","Cash loans","F","N",0,67500,942300,30528,675000,"Working","Secondary education","Married","apartment",46,1.14794520547945,"Laborers","Culture and Services",0,"Unaccompan."
"1326",1326,"payed","Cash loans","F","N",0,247500,808650,23773.5,675000,"Pensioner","Secondary education","Widow","apartment",64,19.1150684931507,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1327",1327,"payed","Cash loans","F","N",0,90000,269550,12001.5,225000,"Pensioner","Secondary education","single","apartment",56,5.54794520547945,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1328",1328,"payed","Cash loans","F","N",0,135000,592560,35937,450000,"Working","Secondary education","Married","Municipal apart.",53,1.18904109589041,"Managers","Culture and Services",0,"Unaccompan."
"1329",1329,"payed","Cash loans","M","N",0,135000,477000,23076,477000,"Commer. Assoc.","Secondary education","Married","apartment",42,0.558904109589041,"Service Staff","Business",0,"Unaccompan."
"1330",1330,"payed","Cash loans","F","N",1,81000,416052,15813,292500,"Commer. Assoc.","Secondary education","Married","apartment",27,3.37260273972603,"Sales staff","Self-employed",0,"Family"
"1331",1331,"overdue","Cash loans","F","N",0,67500,309420,15178.5,202500,"Working","Secondary education","Married","apartment",23,2.58630136986301,"Medic stf","Medicine",0,"Family"
"1332",1332,"payed","Cash loans","F","N",0,54000,123637.5,8604,112500,"Pensioner","Secondary education","Widow","apartment",62,1.47123287671233,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1333",1333,"payed","Cash loans","F","N",0,180000,521280,25209,450000,"Pensioner","Secondary education","Married","Rented apart.",58,22.9561643835616,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1334",1334,"payed","Cash loans","M","N",0,157500,314100,21375,225000,"Working","Secondary education","Married","Rented apart.",24,2.28219178082192,"Laborers","Business",0,"Family"
"1335",1335,"payed","Cash loans","F","N",1,94500,679671,32827.5,607500,"Commer. Assoc.","Secondary education","Married","apartment",55,33.5616438356164,"Administrative Staff","Agriculture",0,"Unaccompan."
"1336",1336,"payed","Cash loans","F","N",0,180000,1288350,37669.5,1125000,"Working","Low education","divorce","apartment",52,1.26027397260274,"Managers","University",0,"Unaccompan."
"1337",1337,"payed","Cash loans","F","Y",1,90000,284400,13963.5,225000,"Commer. Assoc.","Secondary education","Married","apartment",27,0.767123287671233,"Sales staff","Business",0,"Unaccompan."
"1338",1338,"payed","Cash loans","M","Y",1,180000,715095,53595,675000,"Working","Secondary education","Married","Rented apart.",32,4.36438356164384,"Laborers","Construction",1,"Unaccompan."
"1339",1339,"overdue","Cash loans","F","N",0,90000,206280,7906.5,135000,"Pensioner","Secondary education","Widow","apartment",63,6.35616438356164,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1340",1340,"payed","Cash loans","M","N",1,157500,640080,29970,450000,"Working","Secondary education","Married","apartment",41,10.0520547945205,"Service Staff","Business",1,"Family"
"1341",1341,"payed","Cash loans","F","N",0,157500,331834.5,18130.5,252000,"Working","Secondary education","Married","apartment",51,1.5013698630137,"Laborers","Business",0,"Family"
"1342",1342,"payed","Cash loans","F","N",0,103500,855000,24997.5,855000,"Working","Secondary education","divorce","apartment",48,0.356164383561644,"Medic stf","Medicine",0,"Unaccompan."
"1343",1343,"payed","Cash loans","F","N",0,81000,1515415.5,40104,1354500,"Working","Secondary education","Married","apartment",53,8.58082191780822,"Waiters","Medicine",0,"Unaccompan."
"1344",1344,"payed","Cash loans","M","Y",1,337500,1255680,45234,1125000,"Commer. Assoc.","Secondary education","Married","With parents",28,0.443835616438356,"Service Staff","Self-employed",0,"Unaccompan."
"1345",1345,"payed","Cash loans","M","N",0,247500,1125000,36423,1125000,"Working","Secondary education","Married","apartment",37,5.01095890410959,"Tech Staff","Business",0,"Unaccompan."
"1346",1346,"payed","Cash loans","F","N",0,202500,1665000,43920,1665000,"Working","Higher education","Married","apartment",48,23.9534246575342,"Core staff","Culture and Services",0,"Unaccompan."
"1347",1347,"payed","Cash loans","F","N",0,135000,697500,35613,697500,"Commer. Assoc.","Low education","Married","apartment",22,3.8,"Core staff","Self-employed",0,"Unaccompan."
"1348",1348,"overdue","Cash loans","F","N",1,189000,640080,31261.5,450000,"Working","Higher education","Married","apartment",34,0.432876712328767,"Laborers","Business",0,"Unaccompan."
"1349",1349,"payed","Cash loans","M","Y",0,202500,225000,26703,225000,"Working","Secondary education","Married","Rented apart.",36,1.80821917808219,"Service Staff","Business",0,"Unaccompan."
"1350",1350,"payed","Cash loans","M","Y",0,202500,835299,44217,774000,"Working","Secondary education","divorce","apartment",45,2.32328767123288,"Managers","Business",0,"Unaccompan."
"1351",1351,"payed","Cash loans","F","N",3,180000,324000,22045.5,324000,"Working","Secondary education","Married","apartment",44,25.5205479452055,"Laborers","Business",0,"Unaccompan."
"1352",1352,"payed","Cash loans","F","Y",0,135000,450000,24543,450000,"Working","Higher education","Married","apartment",31,2.42191780821918,"Administrative Staff","Culture and Services",1,"Family"
"1353",1353,"payed","Cash loans","F","N",0,112500,640080,23121,450000,"Pensioner","Secondary education","Married","apartment",50,7.58630136986301,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1354",1354,"payed","Cash loans","F","N",1,103500,50940,5089.5,45000,"Pensioner","Secondary education","Widow","apartment",66,6.55616438356164,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1355",1355,"payed","Cash loans","M","Y",1,135000,1046142,27724.5,913500,"Working","Secondary education","Married","apartment",50,6.46027397260274,"Core staff","Agriculture",0,"Unaccompan."
"1356",1356,"payed","Cash loans","F","N",2,67500,284400,16011,225000,"State servant","Higher education","Married","apartment",44,23.1452054794521,"Laborers","Government and Military",0,"Family"
"1357",1357,"payed","Cash loans","F","N",0,180000,1086034.5,43200,999000,"Commer. Assoc.","Secondary education","Married","apartment",40,0.375342465753425,"Administrative Staff","Business",11,"Unaccompan."
"1358",1358,"payed","Cash loans","F","N",1,67500,144000,10566,144000,"Working","Secondary education","Married","apartment",27,2.41095890410959,"Laborers","Agriculture",0,"Unaccompan."
"1359",1359,"payed","Cash loans","M","Y",0,67500,397881,15129,328500,"Commer. Assoc.","Secondary education","Married","apartment",55,6.13972602739726,"Laborers","Agriculture",0,"Unaccompan."
"1360",1360,"payed","Cash loans","F","N",0,90000,225000,22050,225000,"Pensioner","Secondary education","divorce","apartment",65,6.55616438356164,"Occupation_Unknown","Jobtype_Unknown",0,"Other_companion"
"1361",1361,"payed","Cash loans","F","N",0,360000,239850,23494.5,225000,"Pensioner","Secondary education","single","apartment",66,3.03013698630137,"Occupation_Unknown","Jobtype_Unknown",1,"Unaccompan."
"1362",1362,"payed","Revolving loans","F","N",0,112500,180000,9000,180000,"Pensioner","Secondary education","Married","apartment",55,30.2054794520548,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1363",1363,"payed","Cash loans","F","N",0,126000,247500,26118,247500,"Working","Secondary education","Widow","apartment",61,1.32602739726027,"Tech Staff","Real Estate and Trade",0,"Unaccompan."
"1364",1364,"payed","Cash loans","M","Y",1,108000,265536,12901.5,180000,"Working","Secondary education","Married","apartment",31,0.495890410958904,"Laborers","Culture and Services",1,"Unaccompan."
"1365",1365,"payed","Cash loans","F","N",1,157500,1170000,32305.5,1170000,"State servant","Secondary education","Married","apartment",28,7.10958904109589,"Medic stf","Medicine",0,"Unaccompan."
"1366",1366,"payed","Cash loans","F","N",1,157500,1247472,47646,1147500,"Commer. Assoc.","Higher education","Married","apartment",46,7.27123287671233,"Sales staff","Real Estate and Trade",0,"Unaccompan."
"1367",1367,"payed","Cash loans","M","N",0,315000,1305000,38155.5,1305000,"Commer. Assoc.","Secondary education","Married","apartment",39,3.73698630136986,"Laborers","Transport",0,"Unaccompan."
"1368",1368,"payed","Cash loans","F","N",0,157500,862893,34218,862893,"Working","Higher education","Married","apartment",53,0.298630136986301,"Laborers","Culture and Services",0,"Unaccompan."
"1369",1369,"payed","Cash loans","F","N",1,337500,1042560,34456.5,9e+05,"Working","Higher education","divorce","apartment",33,0.786301369863014,"Core staff","Business",0,"Family"
"1370",1370,"payed","Cash loans","F","Y",0,139500,481176,24732,360000,"Pensioner","Secondary education","Widow","apartment",56,5.54794520547945,"Occupation_Unknown","Jobtype_Unknown",0,"Family"
"1371",1371,"payed","Cash loans","M","Y",0,495000,976077,50539.5,922500,"Working","Higher education","Married","apartment",33,12.2767123287671,"Managers","Business",4,"Unaccompan."
"1372",1372,"payed","Cash loans","F","N",0,112500,299772,17338.5,247500,"Working","Secondary education","Married","apartment",50,5.82191780821918,"Chef","Medicine",0,"Family"
"1373",1373,"overdue","Cash loans","M","Y",3,180000,1288350,37800,1125000,"Working","Higher education","Married","apartment",42,4.01095890410959,"Laborers","Construction",1,"Unaccompan."
"1374",1374,"payed","Cash loans","F","N",0,202500,675000,43267.5,675000,"Pensioner","Secondary education","divorce","apartment",61,8.23013698630137,"Occupation_Unknown","Jobtype_Unknown",0,"Unaccompan."
"1375",1375,"payed","Revolving loans","M","N",0,157500,135000,6750,135000,"Working","Secondary education","Married","apartment",21,1.62465753424658,"Core staff","Business",0,"Unaccompan."
"1376",1376,"overdue","Cash loans","F","N",0,81000,544491,17694,454500,"Working","Secondary education","Married","apartment",47,0.926027397260274,"Laborers","Culture and Services",0,"Unaccompan."
"1377",1377,"payed","Cash loans","F","N",0,121500,494550,39780,450000,"Working","Secondary education","single","apartment",32,1.04109589041096,"Sales staff","Business",0,"Unaccompan."
"1378",1378,"payed","Cash loans","F","Y",0,175500,1193656.5,50701.5,1098000,"State servant","Secondary education","Married","apartment",57,37.6383561643836,"Core staff","Culture and Services",0,"Partner"
